Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4556802,0,O=C(NO)[C@@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,Inhibition,,,%,CHEMBL4431257,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL4518367,0,COC(=O)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,Inhibition,,,%,CHEMBL4431257,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL4639966,0,O=C(NO)c1ccc(NC(=O)C2(c3ccc(-c4cn[nH]c4)cc3)CCCCC2)cc1,IC50,=,570,nM,CHEMBL4606154,Inhibition of human recombinant HDAC7 pre-incubated for 15 mins before Ac-Leu-Gly-Lys(trifluroAc)-AMC substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4602725,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3917405,2,O=C(CCCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2)NO,Inhibition,=,1.3,%,CHEMBL3877364,Inhibition of human recombinant N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in insect cells at 10 uM preincubated with enzyme followed by fluorogenic Arg-His-Lys-Lys(Ac)-AMC substrate addition measured after 2 hrs by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3877241,1,Scientific Literature,J Med Chem,2016,None,,
CHEMBL2398525,1,O=C(Cc1cc(NCc2cccs2)c(O)c(NCc2cccs2)c1)NCc1ccccc1,Activity,>,75,%,CHEMBL2399514,Inhibition of recombinant human HDAC7 using acetyl-Lys-(trifluoroacetyl)-AMC as substrate assessed as residual activity at 3.3 x 10-5 M after 2 hrs by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2396570,1,Scientific Literature,Bioorg Med Chem,2013,None,,
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,Ki,=,46.3,nM,CHEMBL4048833,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus-infected insect cells after 60 mins by fluorimeter,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4043295,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,,,,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,30000,nM,CHEMBL2424313,Inhibition of human recombinant HDAC7 protein using Acetyl-Lys (trifluoroacetyl)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,,,,CHEMBL4707190,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL2381742,0,O=C(CCCCc1cn(Cc2ccc(F)c(Cl)c2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381754,0,Cc1ccc(Cn2cc(CCCCC(=O)NO)nn2)cc1,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL398884,0,O=C(Nc1cc(-c2ccccc2)ccc1O)c1cccs1,Activity,,,,CHEMBL927767,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1140803,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL235674,1,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,Activity,,,,CHEMBL927767,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1140803,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL269935,0,O=C(Nc1cc(-c2ccccc2)ccc1O)c1ccccc1,IC50,>,50000,nM,CHEMBL947927,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1143185,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL255805,0,Nc1ccc(-c2ccccc2)cc1NC(=O)c1cccnc1,IC50,>,50000,nM,CHEMBL947927,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1143185,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL4532304,0,O=C(CCCCCN1C(=O)c2cccc3c(NCc4ccccc4)ccc(c23)C1=O)NO,IC50,=,3200,nM,CHEMBL4329360,Inhibition of recombinant N-terminal GST-tagged human HDAC7 (518 to 991 residues) expressed in Baculovirus infected insect cells using Boc-K(Ac)-AMC as substrate by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,110000,nM,CHEMBL3620709,Inhibition of HDAC7 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC fluorogenic acetylated peptide substrate by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3616411,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3735267,0,O=C(NCCc1c[nH]c2ccccc12)c1coc(-c2ccccc2O)n1,Inhibition,=,3.8,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL4593948,0,O=C(NO)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,IC50,>,20000,nM,CHEMBL4431257,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL4548542,0,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(CCCCCC(=O)NO)C4)cc(C)c1O,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4555072,2,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCCCCCC(=O)Nc1ccccc1N,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4443980,0,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCc1cccc(C(=O)NO)c1,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4551888,0,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCCCC(=O)NO,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3621294,0,O=C(CCCCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,IC50,,,,CHEMBL3626714,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,Inhibition,,,%,CHEMBL3778493,Inhibition of recombinant HDAC7 (unknown origin) using AMC labeled AC-peptide as substrate at 10 uM incubated for 1 hr by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3774354,1,Scientific Literature,J Med Chem,2016,None,,
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL460963,0,CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21,Ki,,,,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,30000,nM,CHEMBL4141509,Inhibition of HDAC7 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4138147,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL575482,0,O=C(NO)C1c2ccccc2Cc2ccccc21,IC50,=,260,nM,CHEMBL1050116,Inhibition of human recombinant N-terminal FLAG-tagged HDAC7 (438-915) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL575258,0,O=C(NO)C(Cc1ccccc1)c1ccccc1,IC50,>,10000,nM,CHEMBL1050116,Inhibition of human recombinant N-terminal FLAG-tagged HDAC7 (438-915) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL4530039,0,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CCCCCC(=O)NO)C3,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4636734,0,CN(C)c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCC2)cc1,IC50,=,2500,nM,CHEMBL4606154,Inhibition of human recombinant HDAC7 pre-incubated for 15 mins before Ac-Leu-Gly-Lys(trifluroAc)-AMC substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4602725,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL236061,0,COc1ccc(C(=O)Nc2ccccc2N)cc1,Inhibition,<,50,%,CHEMBL900136,Inhibition of human recombinant HDAC7 at 20 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1138236,1,Scientific Literature,J Med Chem,2007,None,,
CHEMBL407959,1,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)c3ncc(-c4ccccc4)[nH]3)c2c1,IC50,>,10000,nM,CHEMBL932451,Inhibition of HDAC7 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1144784,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL1830422,0,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNC(C)C,Ki,=,41,nM,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL4846752,0,N=C(NO)c1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1,IC50,>,10000,nM,CHEMBL4813407,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,
CHEMBL3109983,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2c(c1)CN(CC(F)(F)F)C2=O,IC50,=,60,nM,CHEMBL3112172,Inhibition of human recombinant HDAC7 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3109993,0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnc(C2CC2)c1,IC50,=,120,nM,CHEMBL3112172,Inhibition of human recombinant HDAC7 catalytic domain using Boc_Lys_TFA as substrate after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3108758,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL4763995,2,CSc1ccccc1C(=O)NCCCC[C@H](NC(=O)c1cncs1)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,>,40000,nM,CHEMBL4731931,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4725494,1,Scientific Literature,ACS Med Chem Lett,2020,None,,
CHEMBL572805,0,O=C(NO)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,IC50,=,1400,nM,CHEMBL1050116,Inhibition of human recombinant N-terminal FLAG-tagged HDAC7 (438-915) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL575259,0,O=C(CC(c1ccccc1)c1ccccc1)NO,IC50,>,10000,nM,CHEMBL1050116,Inhibition of human recombinant N-terminal FLAG-tagged HDAC7 (438-915) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL152543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,4354,nM,CHEMBL3778488,Inhibition of recombinant HDAC7 (unknown origin) using AMC labeled AC-peptide as substrate incubated for 1 hr by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3774354,1,Scientific Literature,J Med Chem,2016,None,,
CHEMBL3970532,0,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,IC50,>,180000,nM,CHEMBL4037043,Inhibition of human recombinant N-terminal GST-tagged HDAC7 expressed in baculovirus infected insect cells preincubated for 2 hrs followed by Fluor-de-Lys substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033774,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL408513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4579494,0,FC(F)(F)c1ccc2c(c1)C1=NCCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4463244,0,Fc1ccc2c(c1)C1=NCCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL3622730,1,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627134,Inhibition of recombinant human HDAC7 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL178456,0,O=C(CS)NCCCCCC(=O)Nc1cccc2cccnc12,IC50,=,2780,nM,CHEMBL2424290,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL257972,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL402727,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,IC50,=,108,nM,CHEMBL4405133,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using fluorogenic HDAC class2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,FC,=,2.5,,CHEMBL1267851,Inhibition of HDAC7 in Fdelta508 CFTR-expressing human CFBE41o- cell line assessed as increase in cAMP-stimulated iodide efflux in at 0.1 uM after 24 hrs relative to control,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1255383,1,Scientific Literature,Nat Chem Biol,2010,None,,
CHEMBL3621348,0,CCC[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H]1C,Inhibition,,,%,CHEMBL3626951,Inhibition of human recombinant HDAC7 using Ac-Leu-Gly-Lys (Tfa)-AMC substrate incubated for 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621147,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Ki,=,2.3,nM,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL408513,0,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Ki,=,51,nM,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL498271,0,C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,Inhibition,,,%,CHEMBL4326244,Inhibition of human recombinant HDAC7 at 10-5 M after 45 mins using fluorogenic substrate by fluorimetric assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4325829,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL2170177,0,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,IC50,=,10,nM,CHEMBL4035242,Inhibition of HDAC7 (unknown origin) using acetyl-Gly-Ala-(N-acetyl-Lys)-amino-4-methylcoumarin as substrate after 15 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL598797,0,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,IC50,=,373,nM,CHEMBL1065587,Inhibition of human HDAC7 expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1157563,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL1934890,0,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,Ratio,=,3,,CHEMBL1937196,Ratio of SAHA Kd to compound Kd for recombinant human HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,None,,
