Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL2333346,,None,127.14,0,0.6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3335283,,None,349.43,0,3.82,5,O=C(CCCCc1ccn(Cc2cccc(-c3ccccc3)c2)n1)NO,IC50,=,48900,nM,4.31,,,UO_0000065,12.34,0.23,0.49,6.42,0,CHEMBL3388845,Inhibition of human recombinant HDAC9 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL2420795,,None,514.62,1,1.31,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL257972,AZUMAMIDE C,None,530.62,2,1.01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4456445,,None,391.32,0,3.94,1,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,IC50,=,50,nM,7.3,,,UO_0000065,18.66,0.36,3.36,9.72,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL5189365,,None,636.72,2,3.15,20,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(c5ncc(C(=O)NO)cn5)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1,IC50,=,7050,nM,5.15,,,UO_0000065,8.09,0.15,2,2.96,0,CHEMBL5111884,Inhibition of HDAC9 (unknown origin) incubated for 2 hrs by Multimode microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5108052,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR
CHEMBL4465902,,None,779.85,2,4.49,12d,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(OCCCCCn2cc(CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)nn2)cc1,IC50,>,300,nM,,,,UO_0000065,,,,,0,CHEMBL4312395,Inhibition of human N-terminal tagged human HDAC9 expressed in HEK293T/17 using Boc-[TFA-Lys]-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4311941,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,ACY-1215,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL5119742,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys (trifluoroacetyl) AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,
CHEMBL3394306,,None,333.39,0,2.85,53,O=C(NO)c1sc2ccccc2c1S(=O)(=O)c1ccccc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL3396306,Inhibition of full length C-terminal His-tagged human HDAC9 (amino acids 604 to 1066 ) expressed in baculovirus expression system assessed as inhibition of fluorophore 7-amino-4-methylcoumarin release by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3392986,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,Trichostatin A,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,5000,nM,5.3,,,UO_0000065,17.53,0.33,2.72,7.61,0,CHEMBL3620825,Inhibition of HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC fluorogenic acetylated peptide substrate by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3616411,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,Pano,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,5.7,nM,8.24,,,UO_0000065,23.59,0.43,4.91,10.69,0,CHEMBL5043903,Inhibition of human recombinant HDAC9 using Boc-Lys(triflouroacetyI)-AMC substrate incubated for 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5042504,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,200,nM,,,,UO_0000065,,,,,0,CHEMBL5056744,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,=,14,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3736030,,None,280.28,0,3.3,9,O=C(Nc1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,20.5,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL4753224,,None,271.36,0,2.94,7,Cc1cc(OCCN)cc(C)c1Cc1ccc(O)cc1,Inhibition,<,50,%,,,,UO_0000187,,,,,0,CHEMBL4683757,Inhibition of HDAC9 (unknown origin) at 10 uM relative to control,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680157,1,Scientific Literature,Eur J Med Chem,2020,None,Dose = 10.0 microM,
CHEMBL3260858,,None,304.33,0,2.01,2,O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc(=S)n1O,IC50,=,34000,nM,4.47,,,UO_0000065,14.68,0.29,2.46,4.88,0,CHEMBL3620825,Inhibition of HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC fluorogenic acetylated peptide substrate by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3616411,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,140000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3620825,Inhibition of HDAC9 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC fluorogenic acetylated peptide substrate by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3616411,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3735447,,None,356.38,0,4.97,13,O=C(Nc1ccc(-c2ccccc2)cc1)c1coc(-c2ccccc2O)n1,Inhibition,=,32.4,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3734831,,None,528.68,2,5.24,19,O=C(NCCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,70.2,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL4861336,,None,482.57,1,5.56,13b,Cc1ccc(NC(=O)c2ccc3c(c2)N(Cc2ccc(C(=O)NO)cc2)c2ccccc2S3)nc1,IC50,=,900,nM,6.05,,,UO_0000065,12.53,0.24,0.49,6.39,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4472834,,None,416.42,1,5.63,4c,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1,IC50,=,2580,nM,5.59,,,UO_0000065,13.42,0.26,-0.04,10.63,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4877805,,None,405.48,0,4.81,4g,C/C(=N\O)c1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1S2,IC50,=,4340,nM,5.36,,,UO_0000065,13.23,0.25,0.55,6.3,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4846752,,None,368.4,0,3.85,28,N=C(NO)c1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4813408,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,
CHEMBL4066043,,None,314.34,0,1.37,207,O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,1,CHEMBL4422760,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected insect cells using 7-AMC-labelled HDAC substrate measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4532304,,None,431.49,0,4.11,6,O=C(CCCCCN1C(=O)c2cccc3c(NCc4ccccc4)ccc(c23)C1=O)NO,IC50,=,9300,nM,5.03,,,UO_0000065,11.66,0.21,0.92,5.1,0,CHEMBL4329362,Inhibition of human HDAC9 using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4325904,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL3288489,,None,338.47,0,4.77,IYS-15,O=C(CCCCCCS)Nc1nc(-c2ccc(F)cc2)cs1,IC50,=,57,nM,7.24,,,UO_0000065,21.4,0.45,2.47,17.25,0,CHEMBL3292911,Inhibition of human HDAC9 by HDAC-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3286192,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL3288475,,None,334.51,0,4.94,IYS-1,Cc1ccc(-c2csc(NC(=O)CCCCCCS)n2)cc1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL3292909,Inhibition of human HDAC9 at 0.1 uM by HDAC-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3286192,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL3621297,,None,443.51,0,4.23,9,Nc1ccccc1NC(=O)CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,IC50,,,,,,Not Active,,,,,,0,CHEMBL3626716,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3621077,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL4066043,,None,314.34,0,1.37,HPOB (33),O=C(NO)c1ccc(CC(=O)N(CCO)c2ccccc2)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5096807,Inhibition of human recombinant HDAC9 incubated for 45 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5096156,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.75 hr,
CHEMBL4459443,,None,528.63,1,4.89,9,COc1ccc(S(=O)(=O)N2CCc3cccc(NCc4ccc(C(=O)Nc5ccccc5N)cc4)c32)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4384546,Inhibition of human HDAC9 using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4382249,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL4437432,,None,267.24,0,1.58,3,O=C(NO)c1ccc2c(c1)C(=O)c1ccccc1C2=O,IC50,=,7782,nM,5.11,,,UO_0000065,19.12,0.35,3.53,6.12,0,CHEMBL4423353,Inhibition of human recombinant HDAC9 using fluorogenic HDAC substrate class 2A by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4422624,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,LBH-589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,2680,nM,5.57,,,UO_0000065,15.95,0.29,2.24,7.22,0,CHEMBL3828940,Inhibition of C-terminal His-tagged human recombinant HDAC9 (604 to 1066 residues) expressed in baculovirus coexpressed in fall armyworm Sf9 cells using carboxyfluorescein (FAM)-labeled acetylated/ trifluoroacetylated peptide as substrate after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3826926,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308860,,
CHEMBL2105763,QUISINOSTAT,2,394.48,0,2.09,23,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,=,32,nM,7.5,,,UO_0000065,19,0.35,5.4,7.86,0,CHEMBL4771397,Inhibition of human HDAC9 expressed in baculovirus infected sf9 cells using (Boc-Lys(trifluoroacetyl)-AMC) as substrate by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,INHIBITOR
CHEMBL5093258,,None,431.51,0,2.94,7a,O=C(CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1)NO,IC50,>,200,nM,,,,UO_0000065,,,,,0,CHEMBL5056744,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL4854201,,None,417.49,1,5.19,22,CC(C)(C)Nc1c(-c2cccc(C(=O)Nc3ccc(F)cc3N)c2)nc2ccccn12,IC50,=,1300,nM,5.89,,,UO_0000065,14.1,0.26,0.7,6.97,0,CHEMBL4813408,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4593948,,None,408.46,0,3.63,4,O=C(NO)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,IC50,>,20000,nM,,,,UO_0000065,,,,,0,CHEMBL4431259,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL4437265,,None,308.34,0,2.23,15,O=C(NO)[C@H](Cc1ccccc1)n1cc(-c2ccccc2)nn1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4431259,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None,,
CHEMBL484073,,None,327.38,0,2.43,27,O=C(/C=C/c1ccc2cccnc2c1)NCCCCCC(=O)NO,IC50,=,2.8,nM,8.55,,,UO_0000065,26.13,0.49,6.12,9.37,0,CHEMBL960372,Inhibition of human recombinant HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,None,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,11,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4771378,Inhibition of HDAC9 (unknown origin) using MAZ-1675 as substrate preincubated for 10 mins followed by substrate addition and shaken for 60 secs and measured over 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,5; MS-275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,=,0.5,nM,9.3,,,UO_0000065,24.71,0.45,5.96,8.75,0,CHEMBL4771418,Inhibition of recombinant human HDAC9 using pan-HDAC substrate incubated for 3 hrs by fluorescence method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.0 hr,INHIBITOR
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,Ent; MS275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4346126,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,
CHEMBL4799871,,None,333.39,0,3.98,11g,O=C(NO)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,IC50,>,40000,nM,,,,UO_0000065,,,,,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,Trichostatin A,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4604156,Inhibition of human HDAC9 using fluorogenic Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence based analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4602647,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL4874942,,None,460.53,1,5.13,28g,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1/C=C/C(=O)Nc1ccccc1N,Inhibition,=,59,%,,,,UO_0000187,,,,,0,CHEMBL4830782,Inhibition of HDAC9 (unknown origin) at 0.5 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4828751,1,Scientific Literature,Eur J Med Chem,2021,None,Dose = 0.5 microM,INHIBITOR
CHEMBL4858210,,None,394.45,0,3.63,6d,COc1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1[S+]2[O-],IC50,=,6560,nM,5.18,,,UO_0000065,13.14,0.25,1.55,6.11,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,Pan; LBH589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,5.7,nM,8.24,,,UO_0000065,23.59,0.43,4.91,10.69,1,CHEMBL4346134,Inhibition of recombinant HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4445862,,None,520.97,1,4.52,10c,Cc1ccc(CN2C(=O)N(c3ccc(Cl)cc3)C(=O)C2CCC(=O)Nc2ccc(C(=O)NO)cc2)cc1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL4307328,Inhibition of HDAC9 (unknown origin) using Ac-LeuGlyLys(tfa)-AMC as substrate preincubated for 5 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4304789,1,Scientific Literature,ACS Med Chem Lett,2019,None,,
